"tmID","year","rank","homeWon","homeLost","awayWon","awayLost","neutWon","neutLoss","won","lost","games"
"UTA","1996","1","38","3","26","15","0","0","64","18","82"
"VAN","1996","7","8","33","6","35","0","0","14","68","82"
"WSB","1996","4","25","16","19","22","0","0","44","38","82"
"ATL","1997","4","29","12","21","20","0","0","50","32","82"
"BOS","1997","6","24","17","12","29","0","0","36","46","82"
"CHH","1997","3","32","9","19","22","0","0","51","31","82"
"CHI","1997","1","37","4","25","16","0","0","62","20","82"
"CLE","1997","5","27","14","20","21","0","0","47","35","82"
"DAL","1997","5","13","28","7","34","0","0","20","62","82"
"DEN","1997","7","9","32","2","39","0","0","11","71","82"
"DET","1997","6","25","16","12","29","0","0","37","45","82"
"GSW","1997","6","12","29","7","34","0","0","19","63","82"
"HOU","1997","4","24","17","17","24","0","0","41","41","82"
"IND","1997","2","32","9","26","15","0","0","58","24","82"
"LAC","1997","7","11","30","6","35","0","0","17","65","82"
"LAL","1997","1","33","8","28","13","0","0","61","21","82"
"MIA","1997","1","30","11","25","16","0","0","55","27","82"
"MIL","1997","7","21","20","15","26","0","0","36","46","82"
"MIN","1997","3","26","15","19","22","0","0","45","37","82"
"NJN","1997","2","26","15","17","24","0","0","43","39","82"
"NYK","1997","2","28","13","15","26","0","0","43","39","82"
"ORL","1997","5","24","17","17","24","0","0","41","41","82"
"PHI","1997","7","19","22","12","29","0","0","31","51","82"
"PHO","1997","3","30","11","26","15","0","0","56","26","82"
"POR","1997","4","26","15","20","21","0","0","46","36","82"
"SAC","1997","5","21","20","6","35","0","0","27","55","82"
"SAS","1997","2","31","10","25","16","0","0","56","26","82"
"SEA","1997","1","35","6","26","15","0","0","61","21","82"
"TOR","1997","8","9","32","7","34","0","0","16","66","82"
"UTA","1997","1","36","5","26","15","0","0","62","20","82"
"VAN","1997","6","14","27","5","36","0","0","19","63","82"
"WAS","1997","4","24","17","18","23","0","0","42","40","82"
"ATL","1998","2","16","9","15","10","0","0","31","19","50"
"BOS","1998","5","10","15","9","16","0","0","19","31","50"
"CHH","1998","5","16","9","10","15","0","0","26","24","50"
"CHI","1998","8","8","17","5","20","0","0","13","37","50"
"CLE","1998","7","15","10","7","18","0","0","22","28","50"
"DAL","1998","5","15","10","4","21","0","0","19","31","50"
"DEN","1998","6","12","13","2","23","0","0","14","36","50"
"DET","1998","3","17","8","12","13","0","0","29","21","50"
"GSW","1998","6","13","12","8","17","0","0","21","29","50"
"HOU","1998","3","19","6","12","13","0","0","31","19","50"
"IND","1998","1","18","7","15","10","0","0","33","17","50"
"LAC","1998","7","6","19","3","22","0","0","9","41","50"
"LAL","1998","2","18","7","13","12","0","0","31","19","50"
"MIA","1998","1","18","7","15","10","0","0","33","17","50"
"MIL","1998","4","17","8","11","14","0","0","28","22","50"
"MIN","1998","4","18","7","7","18","0","0","25","25","50"
"NJN","1998","7","12","13","4","21","0","0","16","34","50"
"NYK","1998","4","19","6","8","17","0","0","27","23","50"
"ORL","1998","1","21","4","12","13","0","0","33","17","50"
"PHI","1998","3","17","8","11","14","0","0","28","22","50"
"PHO","1998","3","15","10","12","13","0","0","27","23","50"
"POR","1998","1","22","3","13","12","0","0","35","15","50"
"SAC","1998","3","16","9","11","14","0","0","27","23","50"
"SAS","1998","1","21","4","16","9","0","0","37","13","50"
"SEA","1998","5","17","8","8","17","0","0","25","25","50"
"TOR","1998","6","14","11","9","16","0","0","23","27","50"
"UTA","1998","1","22","3","15","10","0","0","37","13","50"
"VAN","1998","7","7","18","1","24","0","0","8","42","50"
"WAS","1998","6","13","12","5","20","0","0","18","32","50"
"ATL","1999","7","21","20","7","34","0","0","28","54","82"
"BOS","1999","5","26","15","9","32","0","0","35","47","82"
"CHH","1999","2","30","11","19","22","0","0","49","33","82"
"CHI","1999","8","12","29","5","36","0","0","17","65","82"
"CLE","1999","6","22","19","10","31","0","0","32","50","82"
"DAL","1999","4","22","19","18","23","0","0","40","42","82"
"DEN","1999","5","25","16","10","31","0","0","35","47","82"
"DET","1999","4","27","14","15","26","0","0","42","40","82"
"GSW","1999","6","12","29","7","34","0","0","19","63","82"
"HOU","1999","6","22","19","12","29","0","0","34","48","82"
"IND","1999","1","36","5","20","21","0","0","56","26","82"
"LAC","1999","7","10","31","5","36","0","0","15","67","82"
"LAL","1999","1","36","5","31","10","0","0","67","15","82"
"MIA","1999","1","33","8","19","22","0","0","52","30","82"
"MIL","1999","4","23","18","19","22","0","0","42","40","82"
"MIN","1999","3","26","15","24","17","0","0","50","32","82"
"NJN","1999","6","22","19","9","32","0","0","31","51","82"
"NYK","1999","2","33","8","17","24","0","0","50","32","82"
"ORL","1999","4","26","15","15","26","0","0","41","41","82"
"PHI","1999","3","29","12","20","21","0","0","49","33","82"
"PHO","1999","3","32","9","21","20","0","0","53","29","82"
"POR","1999","2","30","11","29","12","0","0","59","23","82"
"SAC","1999","5","30","11","14","27","0","0","44","38","82"
"SAS","1999","2","31","10","22","19","0","0","53","29","82"
"SEA","1999","4","24","17","21","20","0","0","45","37","82"
"TOR","1999","3","26","15","19","22","0","0","45","37","82"
"UTA","1999","1","31","10","24","17","0","0","55","27","82"
"VAN","1999","7","12","29","10","31","0","0","22","60","82"
"WAS","1999","7","17","24","12","29","0","0","29","53","82"
"ATL","2000","7","18","23","7","34","0","0","25","57","82"
"BOS","2000","5","20","21","16","25","0","0","36","46","82"
"CHH","2000","3","28","13","18","23","0","0","46","36","82"
"CHI","2000","8","10","31","5","36","0","0","15","67","82"
"CLE","2000","6","20","21","10","31","0","0","30","52","82"
"DAL","2000","2","28","13","25","16","0","0","53","29","82"
"DEN","2000","6","29","12","11","30","0","0","40","42","82"
"DET","2000","5","18","23","14","27","0","0","32","50","82"
"GSW","2000","7","11","30","6","35","0","0","17","65","82"
"HOU","2000","5","24","17","21","20","0","0","45","37","82"
"IND","2000","4","26","15","15","26","0","0","41","41","82"
"LAC","2000","6","22","19","9","32","0","0","31","51","82"
"LAL","2000","1","31","10","25","16","0","0","56","26","82"
"MIA","2000","2","29","12","21","20","0","0","50","32","82"
"MIL","2000","1","31","10","21","20","0","0","52","30","82"
"MIN","2000","4","30","11","17","24","0","0","47","35","82"
"NJN","2000","6","18","23","8","33","0","0","26","56","82"
"NYK","2000","3","30","11","18","23","0","0","48","34","82"
"ORL","2000","4","26","15","17","24","0","0","43","39","82"
"PHI","2000","1","29","12","27","14","0","0","56","26","82"
"PHO","2000","3","31","10","20","21","0","0","51","31","82"
"POR","2000","4","28","13","22","19","0","0","50","32","82"
"SAC","2000","2","33","8","22","19","0","0","55","27","82"
"SAS","2000","1","33","8","25","16","0","0","58","24","82"
"SEA","2000","5","26","15","18","23","0","0","44","38","82"
"TOR","2000","2","27","14","20","21","0","0","47","35","82"
"UTA","2000","2","28","13","25","16","0","0","53","29","82"
"VAN","2000","7","15","26","8","33","0","0","23","59","82"
"WAS","2000","7","12","29","7","34","0","0","19","63","82"
"ATL","2001","6","23","18","10","31","0","0","33","49","82"
"BOS","2001","2","27","14","22","19","0","0","49","33","82"
"CHH","2001","2","21","20","23","18","0","0","44","38","82"
"CHI","2001","8","14","27","7","34","0","0","21","61","82"
"CLE","2001","7","20","21","9","32","0","0","29","53","82"
"DAL","2001","2","30","11","27","14","0","0","57","25","82"
"DEN","2001","6","20","21","7","34","0","0","27","55","82"
"DET","2001","1","26","15","24","17","0","0","50","32","82"
"GSW","2001","7","14","27","7","34","0","0","21","61","82"
"HOU","2001","5","18","23","10","31","0","0","28","54","82"
"IND","2001","3","25","16","17","24","0","0","42","40","82"
"LAC","2001","5","25","16","14","27","0","0","39","43","82"
"LAL","2001","2","34","7","24","17","0","0","58","24","82"
"MEM","2001","7","15","26","8","33","0","0","23","59","82"
"MIA","2001","6","18","23","18","23","0","0","36","46","82"
"MIL","2001","5","25","16","16","25","0","0","41","41","82"
"MIN","2001","3","29","12","21","20","0","0","50","32","82"
"NJN","2001","1","33","8","19","22","0","0","52","30","82"
"NYK","2001","7","19","22","11","30","0","0","30","52","82"
"ORL","2001","3","27","14","17","24","0","0","44","38","82"
"PHI","2001","4","22","19","21","20","0","0","43","39","82"
"PHO","2001","6","23","18","13","28","0","0","36","46","82"
"POR","2001","3","30","11","19","22","0","0","49","33","82"
"SAC","2001","1","36","5","25","16","0","0","61","21","82"
"SAS","2001","1","32","9","26","15","0","0","58","24","82"
"SEA","2001","4","26","15","19","22","0","0","45","37","82"
"TOR","2001","3","24","17","18","23","0","0","42","40","82"
"UTA","2001","4","25","16","19","22","0","0","44","38","82"
"WAS","2001","5","22","19","15","26","0","0","37","45","82"
"ATL","2002","5","26","15","9","32","0","0","35","47","82"
"BOS","2002","3","25","16","19","22","0","0","44","38","82"
"CHI","2002","6","27","14","3","38","0","0","30","52","82"
"CLE","2002","8","14","27","3","38","0","0","17","65","82"
"DAL","2002","1","33","8","27","14","0","0","60","22","82"
"DEN","2002","7","13","28","4","37","0","0","17","65","82"
"DET","2002","1","30","11","20","21","0","0","50","32","82"
"GSW","2002","6","24","17","14","27","0","0","38","44","82"
"HOU","2002","5","28","13","15","26","0","0","43","39","82"
"IND","2002","2","32","9","16","25","0","0","48","34","82"
"LAC","2002","7","16","25","11","30","0","0","27","55","82"
"LAL","2002","2","31","10","19","22","0","0","50","32","82"
"MEM","2002","6","20","21","8","33","0","0","28","54","82"
"MIA","2002","7","16","25","9","32","0","0","25","57","82"
"MIL","2002","4","25","16","17","24","0","0","42","40","82"
"MIN","2002","3","33","8","18","23","0","0","51","31","82"
"NJN","2002","1","33","8","16","25","0","0","49","33","82"
"NOH","2002","3","29","12","18","23","0","0","47","35","82"
"NYK","2002","5","24","17","13","28","0","0","37","45","82"
"ORL","2002","4","26","15","16","25","0","0","42","40","82"
"PHI","2002","2","25","16","23","18","0","0","48","34","82"
"PHO","2002","4","30","11","14","27","0","0","44","38","82"
"POR","2002","2","27","14","23","18","0","0","50","32","82"
"SAC","2002","1","35","6","24","17","0","0","59","23","82"
"SAS","2002","1","33","8","27","14","0","0","60","22","82"
"SEA","2002","5","25","16","15","26","0","0","40","42","82"
"TOR","2002","7","15","26","9","32","0","0","24","58","82"
"UTA","2002","4","29","12","18","23","0","0","47","35","82"
"WAS","2002","5","23","18","14","27","0","0","37","45","82"
"ATL","2003","7","18","23","10","31","0","0","28","54","82"
"BOS","2003","4","19","22","17","24","0","0","36","46","82"
"CHI","2003","8","14","27","9","32","0","0","23","59","82"
"CLE","2003","5","23","18","12","29","0","0","35","47","82"
"DAL","2003","3","36","5","16","25","0","0","52","30","82"
"DEN","2003","6","29","12","14","27","0","0","43","39","82"
"DET","2003","2","31","10","23","18","0","0","54","28","82"
"GSW","2003","4","27","14","10","31","0","0","37","45","82"
"HOU","2003","5","27","14","18","23","0","0","45","37","82"
"IND","2003","1","34","7","27","14","0","0","61","21","82"
"LAC","2003","7","18","23","10","31","0","0","28","54","82"
"LAL","2003","1","34","7","22","19","0","0","56","26","82"
"MEM","2003","4","31","10","19","22","0","0","50","32","82"
"MIA","2003","2","29","12","13","28","0","0","42","40","82"
"MIL","2003","3","27","14","14","27","0","0","41","41","82"
"MIN","2003","1","31","10","27","14","0","0","58","24","82"
"NJN","2003","1","28","13","19","22","0","0","47","35","82"
"NOH","2003","3","25","16","16","25","0","0","41","41","82"
"NYK","2003","3","23","18","16","25","0","0","39","43","82"
"ORL","2003","7","11","30","10","31","0","0","21","61","82"
"PHI","2003","5","21","20","12","29","0","0","33","49","82"
"PHO","2003","6","18","23","11","30","0","0","29","53","82"
"POR","2003","3","25","16","16","25","0","0","41","41","82"
"SAC","2003","2","34","7","21","20","0","0","55","27","82"
"SAS","2003","2","33","8","24","17","0","0","57","25","82"
"SEA","2003","4","21","20","16","25","0","0","37","45","82"
"TOR","2003","6","18","23","15","26","0","0","33","49","82"
"UTA","2003","7","28","13","14","27","0","0","42","40","82"
"WAS","2003","6","17","24","8","33","0","0","25","57","82"
"ATL","2004","5","9","32","4","37","0","0","13","69","82"
"BOS","2004","1","27","14","18","23","0","0","45","37","82"
"CHA","2004","4","14","27","4","37","0","0","18","64","82"
"CHI","2004","2","27","14","20","21","0","0","47","35","82"
"CLE","2004","4","29","12","13","28","0","0","42","40","82"
"DAL","2004","2","29","12","29","12","0","0","58","24","82"
"DEN","2004","2","31","10","18","23","0","0","49","33","82"
"DET","2004","1","32","9","22","19","0","0","54","28","82"
"GSW","2004","4","20","21","14","27","0","0","34","48","82"
"HOU","2004","3","26","15","25","16","0","0","51","31","82"
"IND","2004","3","25","16","19","22","0","0","44","38","82"
"LAC","2004","3","27","14","10","31","0","0","37","45","82"
"LAL","2004","4","22","19","12","29","0","0","34","48","82"
"MEM","2004","4","26","15","19","22","0","0","45","37","82"
"MIA","2004","1","35","6","24","17","0","0","59","23","82"
"MIL","2004","5","23","18","7","34","0","0","30","52","82"
"MIN","2004","3","24","17","20","21","0","0","44","38","82"
"NJN","2004","3","24","17","18","23","0","0","42","40","82"
"NOH","2004","5","11","30","7","34","0","0","18","64","82"
"NYK","2004","4","22","19","11","30","0","0","33","49","82"
"ORL","2004","3","24","17","12","29","0","0","36","46","82"
"PHI","2004","2","25","16","18","23","0","0","43","39","82"
"PHO","2004","1","31","10","31","10","0","0","62","20","82"
"POR","2004","4","18","23","9","32","0","0","27","55","82"
"SAC","2004","2","30","11","20","21","0","0","50","32","82"
"SAS","2004","1","38","3","21","20","0","0","59","23","82"
"SEA","2004","1","26","15","26","15","0","0","52","30","82"
"TOR","2004","4","22","19","11","30","0","0","33","49","82"
"UTA","2004","5","18","23","8","33","0","0","26","56","82"
"WAS","2004","2","29","12","16","25","0","0","45","37","82"
"ATL","2005","4","18","23","8","33","0","0","26","56","82"
"BOS","2005","3","21","20","12","29","0","0","33","49","82"
"CHA","2005","4","17","24","9","32","0","0","26","56","82"
"CHI","2005","3","21","20","20","21","0","0","41","41","82"
"CLE","2005","2","31","10","19","22","0","0","50","32","82"
"DAL","2005","2","34","7","26","15","0","0","60","22","82"
"DEN","2005","1","26","15","18","23","0","0","44","38","82"
"DET","2005","1","37","4","27","14","0","0","64","18","82"
"GSW","2005","5","21","20","13","28","0","0","34","48","82"
"HOU","2005","5","15","26","19","22","0","0","34","48","82"
"IND","2005","3","27","14","14","27","0","0","41","41","82"
"LAC","2005","2","27","14","20","21","0","0","47","35","82"
"LAL","2005","3","27","14","18","23","0","0","45","37","82"
"MEM","2005","3","30","11","19","22","0","0","49","33","82"
"MIA","2005","1","31","10","21","20","0","0","52","30","82"
"MIL","2005","5","25","16","15","26","0","0","40","42","82"
"MIN","2005","4","24","17","9","32","0","0","33","49","82"
"NJN","2005","1","29","12","20","21","0","0","49","33","82"
"NOK","2005","4","24","17","14","27","0","0","38","44","82"
"NYK","2005","5","15","26","8","33","0","0","23","59","82"
"ORL","2005","3","26","15","10","31","0","0","36","46","82"
"PHI","2005","2","23","18","15","26","0","0","38","44","82"
"PHO","2005","1","31","10","23","18","0","0","54","28","82"
"POR","2005","5","15","26","6","35","0","0","21","61","82"
"SAC","2005","4","27","14","17","24","0","0","44","38","82"
"SAS","2005","1","34","7","29","12","0","0","63","19","82"
"SEA","2005","3","22","19","13","28","0","0","35","47","82"
"TOR","2005","4","15","26","12","29","0","0","27","55","82"
"UTA","2005","2","22","19","19","22","0","0","41","41","82"
"WAS","2005","2","27","14","15","26","0","0","42","40","82"
"ATL","2006","5","18","23","12","29","0","0","30","52","82"
"BOS","2006","5","12","29","12","29","0","0","24","58","82"
"CHA","2006","4","20","21","13","28","0","0","33","49","82"
"CHI","2006","3","31","10","18","23","0","0","49","33","82"
"CLE","2006","2","30","11","20","21","0","0","50","32","82"
"DAL","2006","1","36","5","31","10","0","0","67","15","82"
"DEN","2006","2","23","18","22","19","0","0","45","37","82"
"DET","2006","1","26","15","27","14","0","0","53","29","82"
"GSW","2006","2","30","11","12","29","0","0","42","40","82"
"HOU","2006","3","28","13","24","17","0","0","52","30","82"
"IND","2006","4","22","19","13","28","0","0","35","47","82"
"LAC","2006","4","25","16","15","26","0","0","40","42","82"
"LAL","2006","2","25","16","17","24","0","0","42","40","82"
"MEM","2006","5","14","27","8","33","0","0","22","60","82"
"MIA","2006","1","27","14","17","24","0","0","44","38","82"
"MIL","2006","5","18","23","10","31","0","0","28","54","82"
"MIN","2006","3","20","21","12","29","0","0","32","50","82"
"NJN","2006","2","24","17","17","24","0","0","41","41","82"
"NOK","2006","4","24","17","15","26","0","0","39","43","82"
"NYK","2006","4","19","22","14","27","0","0","33","49","82"
"ORL","2006","3","25","16","15","26","0","0","40","42","82"
"PHI","2006","3","21","20","14","27","0","0","35","47","82"
"PHO","2006","1","33","8","28","13","0","0","61","21","82"
"POR","2006","3","18","23","14","27","0","0","32","50","82"
"SAC","2006","5","20","21","13","28","0","0","33","49","82"
"SAS","2006","2","31","10","27","14","0","0","58","24","82"
"SEA","2006","5","20","21","11","30","0","0","31","51","82"
"TOR","2006","1","30","11","17","24","0","0","47","35","82"
"UTA","2006","1","31","10","20","21","0","0","51","31","82"
"WAS","2006","2","26","15","15","26","0","0","41","41","82"
"ATL","2007","3","25","16","12","29","0","0","37","45","82"
"BOS","2007","1","35","6","31","10","0","0","66","16","82"
"CHA","2007","4","21","20","11","30","0","0","32","50","82"
"CHI","2007","4","20","21","13","28","0","0","33","49","82"
"CLE","2007","2","27","14","18","23","0","0","45","37","82"
"DAL","2007","4","34","7","17","24","0","0","51","31","82"
"DEN","2007","2","33","8","17","24","0","0","50","32","82"
"DET","2007","1","34","7","25","16","0","0","59","23","82"
"GSW","2007","3","27","14","21","20","0","0","48","34","82"
"HOU","2007","3","31","10","24","17","0","0","55","27","82"
"IND","2007","3","21","20","15","26","0","0","36","46","82"
"LAC","2007","5","13","28","10","31","0","0","23","59","82"
"LAL","2007","1","30","11","27","14","0","0","57","25","82"
"MEM","2007","5","14","27","8","33","0","0","22","60","82"
"MIA","2007","5","9","32","6","35","0","0","15","67","82"
"MIL","2007","5","19","22","7","34","0","0","26","56","82"
"MIN","2007","4","15","26","7","34","0","0","22","60","82"
"NJN","2007","4","21","20","13","28","0","0","34","48","82"
"NOH","2007","1","30","11","26","15","0","0","56","26","82"
"NYK","2007","5","15","26","8","33","0","0","23","59","82"
"ORL","2007","1","25","16","27","14","0","0","52","30","82"
"PHI","2007","3","22","19","18","23","0","0","40","42","82"
"PHO","2007","2","30","11","25","16","0","0","55","27","82"
"POR","2007","3","28","13","13","28","0","0","41","41","82"
"SAC","2007","4","26","15","12","29","0","0","38","44","82"
"SAS","2007","2","34","7","22","19","0","0","56","26","82"
"SEA","2007","5","13","28","7","34","0","0","20","62","82"
"TOR","2007","2","25","16","16","25","0","0","41","41","82"
"UTA","2007","1","37","4","17","24","0","0","54","28","82"
"WAS","2007","2","25","16","18","23","0","0","43","39","82"
"ATL","2008","2","31","10","16","25","0","0","47","35","82"
"BOS","2008","1","35","6","27","14","0","0","62","20","82"
"CHA","2008","4","23","18","12","29","0","0","35","47","82"
"CHI","2008","2","28","13","13","28","0","0","41","41","82"
"CLE","2008","1","39","2","27","14","0","0","66","16","82"
"DAL","2008","3","32","9","18","23","0","0","50","32","82"
"DEN","2008","1","33","8","21","20","0","0","54","28","82"
"DET","2008","3","21","20","18","23","0","0","39","43","82"
"GSW","2008","3","21","20","8","33","0","0","29","53","82"
"HOU","2008","2","33","8","20","21","0","0","53","29","82"
"IND","2008","4","25","16","11","30","0","0","36","46","82"
"LAC","2008","4","11","30","8","33","0","0","19","63","82"
"LAL","2008","1","36","5","29","12","0","0","65","17","82"
"MEM","2008","5","16","25","8","33","0","0","24","58","82"
"MIA","2008","3","28","13","15","26","0","0","43","39","82"
"MIL","2008","5","22","19","12","29","0","0","34","48","82"
"MIN","2008","4","11","30","13","28","0","0","24","58","82"
"NJN","2008","3","19","22","15","26","0","0","34","48","82"
"NOH","2008","4","28","13","21","20","0","0","49","33","82"
"NYK","2008","5","20","21","12","29","0","0","32","50","82"
"OKC","2008","5","15","26","8","33","0","0","23","59","82"
"ORL","2008","1","32","9","27","14","0","0","59","23","82"
"PHI","2008","2","24","17","17","24","0","0","41","41","82"
"PHO","2008","2","28","13","18","23","0","0","46","36","82"
"POR","2008","2","34","7","20","21","0","0","54","28","82"
"SAC","2008","5","11","30","6","35","0","0","17","65","82"
"SAS","2008","1","28","13","26","15","0","0","54","28","82"
"TOR","2008","4","18","23","15","26","0","0","33","49","82"
"UTA","2008","3","33","8","15","26","0","0","48","34","82"
"WAS","2008","5","13","28","6","35","0","0","19","63","82"
"ATL","2009","2","0","0","0","0","0","0","53","29","0"
"BOS","2009","1","0","0","0","0","0","0","50","32","0"
"CHA","2009","4","0","0","0","0","0","0","44","38","0"
"CHI","2009","3","0","0","0","0","0","0","41","41","0"
"CLE","2009","1","0","0","0","0","0","0","61","21","0"
"DAL","2009","1","0","0","0","0","0","0","55","27","0"
"DEN","2009","1","0","0","0","0","0","0","53","29","0"
"DET","2009","5","0","0","0","0","0","0","27","55","0"
"GSW","2009","4","0","0","0","0","0","0","26","56","0"
"HOU","2009","3","0","0","0","0","0","0","42","40","0"
"IND","2009","4","0","0","0","0","0","0","32","50","0"
"LAC","2009","3","0","0","0","0","0","0","29","53","0"
"LAL","2009","1","0","0","0","0","0","0","57","25","0"
"MEM","2009","4","0","0","0","0","0","0","40","42","0"
"MIA","2009","3","0","0","0","0","0","0","47","35","0"
"MIL","2009","2","0","0","0","0","0","0","46","36","0"
"MIN","2009","5","0","0","0","0","0","0","15","67","0"
"NJN","2009","5","0","0","0","0","0","0","12","70","0"
"NOH","2009","5","0","0","0","0","0","0","37","45","0"
"NYK","2009","3","0","0","0","0","0","0","29","53","0"
"OKC","2009","4","0","0","0","0","0","0","50","32","0"
"ORL","2009","1","0","0","0","0","0","0","59","23","0"
"PHI","2009","4","0","0","0","0","0","0","27","55","0"
"PHO","2009","2","0","0","0","0","0","0","54","28","0"
"POR","2009","3","0","0","0","0","0","0","50","32","0"
"SAC","2009","5","0","0","0","0","0","0","25","57","0"
"SAS","2009","2","0","0","0","0","0","0","50","32","0"
"TOR","2009","2","0","0","0","0","0","0","40","42","0"
"UTA","2009","2","0","0","0","0","0","0","53","29","0"
"WAS","2009","5","0","0","0","0","0","0","26","56","0"
"ATL","2010","3","0","0","0","0","0","0","44","38","0"
"BOS","2010","1","0","0","0","0","0","0","56","26","0"
"CHA","2010","4","0","0","0","0","0","0","34","48","0"
"CHI","2010","1","0","0","0","0","0","0","62","20","0"
"CLE","2010","5","0","0","0","0","0","0","19","63","0"
"DAL","2010","2","0","0","0","0","0","0","57","25","0"
"DEN","2010","2","0","0","0","0","0","0","50","32","0"
"DET","2010","4","0","0","0","0","0","0","30","52","0"
"GSW","2010","3","0","0","0","0","0","0","36","46","0"
"HOU","2010","5","0","0","0","0","0","0","43","39","0"
"IND","2010","2","0","0","0","0","0","0","37","45","0"
"LAC","2010","4","0","0","0","0","0","0","32","50","0"
"LAL","2010","1","0","0","0","0","0","0","57","25","0"
"MEM","2010","4","0","0","0","0","0","0","46","36","0"
"MIA","2010","1","0","0","0","0","0","0","58","24","0"
"MIL","2010","3","0","0","0","0","0","0","35","47","0"
"MIN","2010","5","0","0","0","0","0","0","17","65","0"
"NJN","2010","4","0","0","0","0","0","0","24","58","0"
"NOH","2010","3","0","0","0","0","0","0","46","36","0"
"NYK","2010","2","0","0","0","0","0","0","42","40","0"
"OKC","2010","1","0","0","0","0","0","0","55","27","0"
"ORL","2010","2","0","0","0","0","0","0","52","30","0"
"PHI","2010","3","0","0","0","0","0","0","41","41","0"
"PHO","2010","2","0","0","0","0","0","0","40","42","0"
"POR","2010","3","0","0","0","0","0","0","48","34","0"
"SAC","2010","5","0","0","0","0","0","0","24","58","0"
"SAS","2010","1","0","0","0","0","0","0","61","21","0"
"TOR","2010","5","0","0","0","0","0","0","22","60","0"
"UTA","2010","4","0","0","0","0","0","0","39","43","0"
"WAS","2010","5","0","0","0","0","0","0","23","59","0"
"ATL","2011","2","0","0","0","0","0","0","40","26","0"
"BOS","2011","1","0","0","0","0","0","0","39","27","0"
"CHA","2011","5","0","0","0","0","0","0","7","59","0"
"CHI","2011","1","0","0","0","0","0","0","50","16","0"
"CLE","2011","5","0","0","0","0","0","0","21","45","0"
"DAL","2011","3","0","0","0","0","0","0","36","30","0"
"DEN","2011","2","0","0","0","0","0","0","38","28","0"
"DET","2011","4","0","0","0","0","0","0","25","41","0"
"GSW","2011","4","0","0","0","0","0","0","23","43","0"
"HOU","2011","4","0","0","0","0","0","0","34","32","0"
"IND","2011","2","0","0","0","0","0","0","42","24","0"
"LAC","2011","2","0","0","0","0","0","0","40","26","0"
"LAL","2011","1","0","0","0","0","0","0","41","25","0"
"MEM","2011","2","0","0","0","0","0","0","41","25","0"
"MIA","2011","1","0","0","0","0","0","0","46","20","0"
"MIL","2011","3","0","0","0","0","0","0","31","35","0"
"MIN","2011","5","0","0","0","0","0","0","26","40","0"
"NJN","2011","5","0","0","0","0","0","0","22","44","0"
"NOH","2011","5","0","0","0","0","0","0","21","45","0"
"NYK","2011","2","0","0","0","0","0","0","36","30","0"
"OKC","2011","1","0","0","0","0","0","0","47","19","0"
"ORL","2011","3","0","0","0","0","0","0","37","29","0"
"PHI","2011","3","0","0","0","0","0","0","35","31","0"
"PHO","2011","3","0","0","0","0","0","0","33","33","0"
"POR","2011","4","0","0","0","0","0","0","28","38","0"
"SAC","2011","5","0","0","0","0","0","0","22","44","0"
"SAS","2011","1","0","0","0","0","0","0","50","16","0"
"TOR","2011","4","0","0","0","0","0","0","23","43","0"
"UTA","2011","3","0","0","0","0","0","0","36","30","0"
"WAS","2011","4","0","0","0","0","0","0","20","46","0"
"CHM","1962","6","0","0","0","0","0","0","8","20","28"
"KCS","1962","1","0","0","0","0","0","0","22","9","31"
"LBC","1962","2","0","0","0","0","0","0","16","8","24"
"OAO","1962","4","0","0","0","0","0","0","11","14","25"
"PGR","1962","3","0","0","0","0","0","0","12","10","22"
"PHT","1962","5","0","0","0","0","0","0","10","18","28"
"CHM","1961","3","0","0","0","0","0","0","39","44","83"
"CLP","1961","1","0","0","0","0","0","0","45","36","81"
"HAW","1961","3","0","0","0","0","0","0","29","53","82"
"KCS","1961","1","0","0","0","0","0","0","54","25","79"
"LAJ","1961","4","0","0","0","0","0","0","24","15","39"
"PGR","1961","2","0","0","0","0","0","0","41","40","81"
"SFS","1961","2","0","0","0","0","0","0","38","38","76"
"WNY","1961","4","0","0","0","0","0","0","31","50","81"
"AND","1950","2","15","4","6","18","0","0","22","22","44"
"DNN","1950","2","12","2","3","14","3","0","18","16","34"
"EVA","1950","5","0","3","0","3","0","0","0","6","6"
"GRH","1950","4","6","3","1","7","0","2","6","13","19"
"KCH","1950","4","3","6","1","12","0","1","4","19","23"
"LOA","1950","3","11","5","7","11","0","1","18","17","35"
"SHE","1950","1","22","3","6","11","1","1","29","16","45"
"SPL","1950","3","9","1","2","7","1","0","12","8","20"
"WAT","1950","1","23","5","6","18","0","0","32","24","56"
"AND","1948","1","32","2","17","13","0","0","49","15","64"
"DAY","1948","4","4","5","9","18","1","3","14","26","40"
"DNN","1948","5","15","15","3","28","0","1","18","44","62"
"DTK","1948","5","1","4","0","12","1","1","2","17","19"
"HCB","1948","3","15","16","5","25","1","0","21","41","62"
"OSH","1948","1","27","8","9","18","1","1","37","27","64"
"SHE","1948","3","24","7","10","21","1","1","35","29","64"
"SYR","1948","2","27","4","7","19","6","0","40","23","63"
"TRI","1948","2","25","10","10","17","1","1","36","28","64"
"WAT","1948","4","23","6","7","22","0","4","30","32","62"
"AND","1947","2","27","2","13","15","2","1","42","18","60"
"FNT","1947","6","7","22","1","26","0","4","8","52","60"
"FTW","1947","3","24","3","14","16","2","1","40","20","60"
