"tmID","year","homeWon","homeLost","awayWon","awayLost","neutWon","neutLoss","won","lost","games"
"PHI","1999","29","12","20","21","0","0","49","33","82"
"PHO","1999","32","9","21","20","0","0","53","29","82"
"POR","1999","30","11","29","12","0","0","59","23","82"
"SAC","1999","30","11","14","27","0","0","44","38","82"
"SAS","1999","31","10","22","19","0","0","53","29","82"
"SEA","1999","24","17","21","20","0","0","45","37","82"
"TOR","1999","26","15","19","22","0","0","45","37","82"
"UTA","1999","31","10","24","17","0","0","55","27","82"
"VAN","1999","12","29","10","31","0","0","22","60","82"
"WAS","1999","17","24","12","29","0","0","29","53","82"
"ATL","2000","18","23","7","34","0","0","25","57","82"
"BOS","2000","20","21","16","25","0","0","36","46","82"
"CHH","2000","28","13","18","23","0","0","46","36","82"
"CHI","2000","10","31","5","36","0","0","15","67","82"
"CLE","2000","20","21","10","31","0","0","30","52","82"
"DAL","2000","28","13","25","16","0","0","53","29","82"
"DEN","2000","29","12","11","30","0","0","40","42","82"
"DET","2000","18","23","14","27","0","0","32","50","82"
"GSW","2000","11","30","6","35","0","0","17","65","82"
"HOU","2000","24","17","21","20","0","0","45","37","82"
"IND","2000","26","15","15","26","0","0","41","41","82"
"LAC","2000","22","19","9","32","0","0","31","51","82"
"LAL","2000","31","10","25","16","0","0","56","26","82"
"MIA","2000","29","12","21","20","0","0","50","32","82"
"MIL","2000","31","10","21","20","0","0","52","30","82"
"MIN","2000","30","11","17","24","0","0","47","35","82"
"NJN","2000","18","23","8","33","0","0","26","56","82"
"NYK","2000","30","11","18","23","0","0","48","34","82"
"ORL","2000","26","15","17","24","0","0","43","39","82"
"PHI","2000","29","12","27","14","0","0","56","26","82"
"PHO","2000","31","10","20","21","0","0","51","31","82"
"POR","2000","28","13","22","19","0","0","50","32","82"
"SAC","2000","33","8","22","19","0","0","55","27","82"
"SAS","2000","33","8","25","16","0","0","58","24","82"
"SEA","2000","26","15","18","23","0","0","44","38","82"
"TOR","2000","27","14","20","21","0","0","47","35","82"
"UTA","2000","28","13","25","16","0","0","53","29","82"
"VAN","2000","15","26","8","33","0","0","23","59","82"
"WAS","2000","12","29","7","34","0","0","19","63","82"
"ATL","2001","23","18","10","31","0","0","33","49","82"
"BOS","2001","27","14","22","19","0","0","49","33","82"
"CHH","2001","21","20","23","18","0","0","44","38","82"
"CHI","2001","14","27","7","34","0","0","21","61","82"
"CLE","2001","20","21","9","32","0","0","29","53","82"
"DAL","2001","30","11","27","14","0","0","57","25","82"
"DEN","2001","20","21","7","34","0","0","27","55","82"
"DET","2001","26","15","24","17","0","0","50","32","82"
"GSW","2001","14","27","7","34","0","0","21","61","82"
"HOU","2001","18","23","10","31","0","0","28","54","82"
"IND","2001","25","16","17","24","0","0","42","40","82"
"LAC","2001","25","16","14","27","0","0","39","43","82"
"LAL","2001","34","7","24","17","0","0","58","24","82"
"MEM","2001","15","26","8","33","0","0","23","59","82"
"MIA","2001","18","23","18","23","0","0","36","46","82"
"MIL","2001","25","16","16","25","0","0","41","41","82"
"MIN","2001","29","12","21","20","0","0","50","32","82"
"NJN","2001","33","8","19","22","0","0","52","30","82"
"NYK","2001","19","22","11","30","0","0","30","52","82"
"ORL","2001","27","14","17","24","0","0","44","38","82"
"PHI","2001","22","19","21","20","0","0","43","39","82"
"PHO","2001","23","18","13","28","0","0","36","46","82"
"POR","2001","30","11","19","22","0","0","49","33","82"
"SAC","2001","36","5","25","16","0","0","61","21","82"
"SAS","2001","32","9","26","15","0","0","58","24","82"
"SEA","2001","26","15","19","22","0","0","45","37","82"
"TOR","2001","24","17","18","23","0","0","42","40","82"
"UTA","2001","25","16","19","22","0","0","44","38","82"
"WAS","2001","22","19","15","26","0","0","37","45","82"
"ATL","2002","26","15","9","32","0","0","35","47","82"
"BOS","2002","25","16","19","22","0","0","44","38","82"
"CHI","2002","27","14","3","38","0","0","30","52","82"
"CLE","2002","14","27","3","38","0","0","17","65","82"
"DAL","2002","33","8","27","14","0","0","60","22","82"
"DEN","2002","13","28","4","37","0","0","17","65","82"
"DET","2002","30","11","20","21","0","0","50","32","82"
"GSW","2002","24","17","14","27","0","0","38","44","82"
"HOU","2002","28","13","15","26","0","0","43","39","82"
"IND","2002","32","9","16","25","0","0","48","34","82"
"LAC","2002","16","25","11","30","0","0","27","55","82"
"LAL","2002","31","10","19","22","0","0","50","32","82"
"MEM","2002","20","21","8","33","0","0","28","54","82"
"MIA","2002","16","25","9","32","0","0","25","57","82"
"MIL","2002","25","16","17","24","0","0","42","40","82"
"MIN","2002","33","8","18","23","0","0","51","31","82"
"NJN","2002","33","8","16","25","0","0","49","33","82"
"NOH","2002","29","12","18","23","0","0","47","35","82"
"NYK","2002","24","17","13","28","0","0","37","45","82"
"ORL","2002","26","15","16","25","0","0","42","40","82"
"PHI","2002","25","16","23","18","0","0","48","34","82"
"PHO","2002","30","11","14","27","0","0","44","38","82"
"POR","2002","27","14","23","18","0","0","50","32","82"
"SAC","2002","35","6","24","17","0","0","59","23","82"
"SAS","2002","33","8","27","14","0","0","60","22","82"
"SEA","2002","25","16","15","26","0","0","40","42","82"
"TOR","2002","15","26","9","32","0","0","24","58","82"
"UTA","2002","29","12","18","23","0","0","47","35","82"
"WAS","2002","23","18","14","27","0","0","37","45","82"
"ATL","2003","18","23","10","31","0","0","28","54","82"
"BOS","2003","19","22","17","24","0","0","36","46","82"
"CHI","2003","14","27","9","32","0","0","23","59","82"
"CLE","2003","23","18","12","29","0","0","35","47","82"
"DAL","2003","36","5","16","25","0","0","52","30","82"
"DEN","2003","29","12","14","27","0","0","43","39","82"
"DET","2003","31","10","23","18","0","0","54","28","82"
"GSW","2003","27","14","10","31","0","0","37","45","82"
"HOU","2003","27","14","18","23","0","0","45","37","82"
"IND","2003","34","7","27","14","0","0","61","21","82"
"LAC","2003","18","23","10","31","0","0","28","54","82"
"LAL","2003","34","7","22","19","0","0","56","26","82"
"MEM","2003","31","10","19","22","0","0","50","32","82"
"MIA","2003","29","12","13","28","0","0","42","40","82"
"MIL","2003","27","14","14","27","0","0","41","41","82"
"MIN","2003","31","10","27","14","0","0","58","24","82"
"NJN","2003","28","13","19","22","0","0","47","35","82"
"NOH","2003","25","16","16","25","0","0","41","41","82"
"NYK","2003","23","18","16","25","0","0","39","43","82"
"ORL","2003","11","30","10","31","0","0","21","61","82"
"PHI","2003","21","20","12","29","0","0","33","49","82"
"PHO","2003","18","23","11","30","0","0","29","53","82"
"POR","2003","25","16","16","25","0","0","41","41","82"
"SAC","2003","34","7","21","20","0","0","55","27","82"
"SAS","2003","33","8","24","17","0","0","57","25","82"
"SEA","2003","21","20","16","25","0","0","37","45","82"
"TOR","2003","18","23","15","26","0","0","33","49","82"
"UTA","2003","28","13","14","27","0","0","42","40","82"
"WAS","2003","17","24","8","33","0","0","25","57","82"
"ATL","2004","9","32","4","37","0","0","13","69","82"
"BOS","2004","27","14","18","23","0","0","45","37","82"
"CHA","2004","14","27","4","37","0","0","18","64","82"
"CHI","2004","27","14","20","21","0","0","47","35","82"
"CLE","2004","29","12","13","28","0","0","42","40","82"
"DAL","2004","29","12","29","12","0","0","58","24","82"
"DEN","2004","31","10","18","23","0","0","49","33","82"
"DET","2004","32","9","22","19","0","0","54","28","82"
"GSW","2004","20","21","14","27","0","0","34","48","82"
"HOU","2004","26","15","25","16","0","0","51","31","82"
"IND","2004","25","16","19","22","0","0","44","38","82"
"LAC","2004","27","14","10","31","0","0","37","45","82"
"LAL","2004","22","19","12","29","0","0","34","48","82"
"MEM","2004","26","15","19","22","0","0","45","37","82"
"MIA","2004","35","6","24","17","0","0","59","23","82"
"MIL","2004","23","18","7","34","0","0","30","52","82"
"MIN","2004","24","17","20","21","0","0","44","38","82"
"NJN","2004","24","17","18","23","0","0","42","40","82"
"NOH","2004","11","30","7","34","0","0","18","64","82"
"NYK","2004","22","19","11","30","0","0","33","49","82"
"ORL","2004","24","17","12","29","0","0","36","46","82"
"PHI","2004","25","16","18","23","0","0","43","39","82"
"PHO","2004","31","10","31","10","0","0","62","20","82"
"POR","2004","18","23","9","32","0","0","27","55","82"
"SAC","2004","30","11","20","21","0","0","50","32","82"
"SAS","2004","38","3","21","20","0","0","59","23","82"
"SEA","2004","26","15","26","15","0","0","52","30","82"
"TOR","2004","22","19","11","30","0","0","33","49","82"
"UTA","2004","18","23","8","33","0","0","26","56","82"
"WAS","2004","29","12","16","25","0","0","45","37","82"
"ATL","2005","18","23","8","33","0","0","26","56","82"
"BOS","2005","21","20","12","29","0","0","33","49","82"
"CHA","2005","17","24","9","32","0","0","26","56","82"
"CHI","2005","21","20","20","21","0","0","41","41","82"
"CLE","2005","31","10","19","22","0","0","50","32","82"
"DAL","2005","34","7","26","15","0","0","60","22","82"
"DEN","2005","26","15","18","23","0","0","44","38","82"
"DET","2005","37","4","27","14","0","0","64","18","82"
"GSW","2005","21","20","13","28","0","0","34","48","82"
"HOU","2005","15","26","19","22","0","0","34","48","82"
"IND","2005","27","14","14","27","0","0","41","41","82"
"LAC","2005","27","14","20","21","0","0","47","35","82"
"LAL","2005","27","14","18","23","0","0","45","37","82"
"MEM","2005","30","11","19","22","0","0","49","33","82"
"MIA","2005","31","10","21","20","0","0","52","30","82"
"MIL","2005","25","16","15","26","0","0","40","42","82"
"MIN","2005","24","17","9","32","0","0","33","49","82"
"NJN","2005","29","12","20","21","0","0","49","33","82"
"NOK","2005","24","17","14","27","0","0","38","44","82"
"NYK","2005","15","26","8","33","0","0","23","59","82"
"ORL","2005","26","15","10","31","0","0","36","46","82"
"PHI","2005","23","18","15","26","0","0","38","44","82"
"PHO","2005","31","10","23","18","0","0","54","28","82"
"POR","2005","15","26","6","35","0","0","21","61","82"
"SAC","2005","27","14","17","24","0","0","44","38","82"
"SAS","2005","34","7","29","12","0","0","63","19","82"
"SEA","2005","22","19","13","28","0","0","35","47","82"
"TOR","2005","15","26","12","29","0","0","27","55","82"
"UTA","2005","22","19","19","22","0","0","41","41","82"
"WAS","2005","27","14","15","26","0","0","42","40","82"
"ATL","2006","18","23","12","29","0","0","30","52","82"
"BOS","2006","12","29","12","29","0","0","24","58","82"
"CHA","2006","20","21","13","28","0","0","33","49","82"
"CHI","2006","31","10","18","23","0","0","49","33","82"
"CLE","2006","30","11","20","21","0","0","50","32","82"
"DAL","2006","36","5","31","10","0","0","67","15","82"
"DEN","2006","23","18","22","19","0","0","45","37","82"
"DET","2006","26","15","27","14","0","0","53","29","82"
"GSW","2006","30","11","12","29","0","0","42","40","82"
"HOU","2006","28","13","24","17","0","0","52","30","82"
"IND","2006","22","19","13","28","0","0","35","47","82"
"LAC","2006","25","16","15","26","0","0","40","42","82"
"LAL","2006","25","16","17","24","0","0","42","40","82"
"MEM","2006","14","27","8","33","0","0","22","60","82"
"MIA","2006","27","14","17","24","0","0","44","38","82"
"MIL","2006","18","23","10","31","0","0","28","54","82"
"MIN","2006","20","21","12","29","0","0","32","50","82"
"NJN","2006","24","17","17","24","0","0","41","41","82"
"NOK","2006","24","17","15","26","0","0","39","43","82"
"NYK","2006","19","22","14","27","0","0","33","49","82"
"ORL","2006","25","16","15","26","0","0","40","42","82"
"PHI","2006","21","20","14","27","0","0","35","47","82"
"PHO","2006","33","8","28","13","0","0","61","21","82"
"POR","2006","18","23","14","27","0","0","32","50","82"
"SAC","2006","20","21","13","28","0","0","33","49","82"
"SAS","2006","31","10","27","14","0","0","58","24","82"
"SEA","2006","20","21","11","30","0","0","31","51","82"
"TOR","2006","30","11","17","24","0","0","47","35","82"
"UTA","2006","31","10","20","21","0","0","51","31","82"
"WAS","2006","26","15","15","26","0","0","41","41","82"
"ATL","2007","25","16","12","29","0","0","37","45","82"
"BOS","2007","35","6","31","10","0","0","66","16","82"
"CHA","2007","21","20","11","30","0","0","32","50","82"
"CHI","2007","20","21","13","28","0","0","33","49","82"
"CLE","2007","27","14","18","23","0","0","45","37","82"
"DAL","2007","34","7","17","24","0","0","51","31","82"
"DEN","2007","33","8","17","24","0","0","50","32","82"
"DET","2007","34","7","25","16","0","0","59","23","82"
"GSW","2007","27","14","21","20","0","0","48","34","82"
"HOU","2007","31","10","24","17","0","0","55","27","82"
"IND","2007","21","20","15","26","0","0","36","46","82"
"LAC","2007","13","28","10","31","0","0","23","59","82"
"LAL","2007","30","11","27","14","0","0","57","25","82"
"MEM","2007","14","27","8","33","0","0","22","60","82"
"MIA","2007","9","32","6","35","0","0","15","67","82"
"MIL","2007","19","22","7","34","0","0","26","56","82"
"MIN","2007","15","26","7","34","0","0","22","60","82"
"NJN","2007","21","20","13","28","0","0","34","48","82"
"NOH","2007","30","11","26","15","0","0","56","26","82"
"NYK","2007","15","26","8","33","0","0","23","59","82"
"ORL","2007","25","16","27","14","0","0","52","30","82"
"PHI","2007","22","19","18","23","0","0","40","42","82"
"PHO","2007","30","11","25","16","0","0","55","27","82"
"POR","2007","28","13","13","28","0","0","41","41","82"
"SAC","2007","26","15","12","29","0","0","38","44","82"
"SAS","2007","34","7","22","19","0","0","56","26","82"
"SEA","2007","13","28","7","34","0","0","20","62","82"
"TOR","2007","25","16","16","25","0","0","41","41","82"
"UTA","2007","37","4","17","24","0","0","54","28","82"
"WAS","2007","25","16","18","23","0","0","43","39","82"
"ATL","2008","31","10","16","25","0","0","47","35","82"
"BOS","2008","35","6","27","14","0","0","62","20","82"
"CHA","2008","23","18","12","29","0","0","35","47","82"
"CHI","2008","28","13","13","28","0","0","41","41","82"
"CLE","2008","39","2","27","14","0","0","66","16","82"
"DAL","2008","32","9","18","23","0","0","50","32","82"
"DEN","2008","33","8","21","20","0","0","54","28","82"
"DET","2008","21","20","18","23","0","0","39","43","82"
"GSW","2008","21","20","8","33","0","0","29","53","82"
"HOU","2008","33","8","20","21","0","0","53","29","82"
"IND","2008","25","16","11","30","0","0","36","46","82"
"LAC","2008","11","30","8","33","0","0","19","63","82"
"LAL","2008","36","5","29","12","0","0","65","17","82"
"MEM","2008","16","25","8","33","0","0","24","58","82"
"MIA","2008","28","13","15","26","0","0","43","39","82"
"MIL","2008","22","19","12","29","0","0","34","48","82"
"MIN","2008","11","30","13","28","0","0","24","58","82"
"NJN","2008","19","22","15","26","0","0","34","48","82"
"NOH","2008","28","13","21","20","0","0","49","33","82"
"NYK","2008","20","21","12","29","0","0","32","50","82"
"OKC","2008","15","26","8","33","0","0","23","59","82"
"ORL","2008","32","9","27","14","0","0","59","23","82"
"PHI","2008","24","17","17","24","0","0","41","41","82"
"PHO","2008","28","13","18","23","0","0","46","36","82"
"POR","2008","34","7","20","21","0","0","54","28","82"
"SAC","2008","11","30","6","35","0","0","17","65","82"
"SAS","2008","28","13","26","15","0","0","54","28","82"
"TOR","2008","18","23","15","26","0","0","33","49","82"
"UTA","2008","33","8","15","26","0","0","48","34","82"
"WAS","2008","13","28","6","35","0","0","19","63","82"
"ATL","2009","0","0","0","0","0","0","53","29","0"
"BOS","2009","0","0","0","0","0","0","50","32","0"
"CHA","2009","0","0","0","0","0","0","44","38","0"
"CHI","2009","0","0","0","0","0","0","41","41","0"
"CLE","2009","0","0","0","0","0","0","61","21","0"
"DAL","2009","0","0","0","0","0","0","55","27","0"
"DEN","2009","0","0","0","0","0","0","53","29","0"
"DET","2009","0","0","0","0","0","0","27","55","0"
"GSW","2009","0","0","0","0","0","0","26","56","0"
"HOU","2009","0","0","0","0","0","0","42","40","0"
"IND","2009","0","0","0","0","0","0","32","50","0"
"LAC","2009","0","0","0","0","0","0","29","53","0"
"LAL","2009","0","0","0","0","0","0","57","25","0"
"MEM","2009","0","0","0","0","0","0","40","42","0"
"MIA","2009","0","0","0","0","0","0","47","35","0"
"MIL","2009","0","0","0","0","0","0","46","36","0"
"MIN","2009","0","0","0","0","0","0","15","67","0"
"NJN","2009","0","0","0","0","0","0","12","70","0"
"NOH","2009","0","0","0","0","0","0","37","45","0"
"NYK","2009","0","0","0","0","0","0","29","53","0"
"OKC","2009","0","0","0","0","0","0","50","32","0"
"ORL","2009","0","0","0","0","0","0","59","23","0"
"PHI","2009","0","0","0","0","0","0","27","55","0"
"PHO","2009","0","0","0","0","0","0","54","28","0"
"POR","2009","0","0","0","0","0","0","50","32","0"
"SAC","2009","0","0","0","0","0","0","25","57","0"
"SAS","2009","0","0","0","0","0","0","50","32","0"
"TOR","2009","0","0","0","0","0","0","40","42","0"
"UTA","2009","0","0","0","0","0","0","53","29","0"
"WAS","2009","0","0","0","0","0","0","26","56","0"
"ATL","2010","0","0","0","0","0","0","44","38","0"
"BOS","2010","0","0","0","0","0","0","56","26","0"
"CHA","2010","0","0","0","0","0","0","34","48","0"
"CHI","2010","0","0","0","0","0","0","62","20","0"
"CLE","2010","0","0","0","0","0","0","19","63","0"
"DAL","2010","0","0","0","0","0","0","57","25","0"
"DEN","2010","0","0","0","0","0","0","50","32","0"
"DET","2010","0","0","0","0","0","0","30","52","0"
"GSW","2010","0","0","0","0","0","0","36","46","0"
"HOU","2010","0","0","0","0","0","0","43","39","0"
"IND","2010","0","0","0","0","0","0","37","45","0"
"LAC","2010","0","0","0","0","0","0","32","50","0"
"LAL","2010","0","0","0","0","0","0","57","25","0"
"MEM","2010","0","0","0","0","0","0","46","36","0"
"MIA","2010","0","0","0","0","0","0","58","24","0"
"MIL","2010","0","0","0","0","0","0","35","47","0"
"MIN","2010","0","0","0","0","0","0","17","65","0"
"NJN","2010","0","0","0","0","0","0","24","58","0"
"NOH","2010","0","0","0","0","0","0","46","36","0"
"NYK","2010","0","0","0","0","0","0","42","40","0"
"OKC","2010","0","0","0","0","0","0","55","27","0"
"ORL","2010","0","0","0","0","0","0","52","30","0"
"PHI","2010","0","0","0","0","0","0","41","41","0"
"PHO","2010","0","0","0","0","0","0","40","42","0"
"POR","2010","0","0","0","0","0","0","48","34","0"
"SAC","2010","0","0","0","0","0","0","24","58","0"
"SAS","2010","0","0","0","0","0","0","61","21","0"
"TOR","2010","0","0","0","0","0","0","22","60","0"
"UTA","2010","0","0","0","0","0","0","39","43","0"
"WAS","2010","0","0","0","0","0","0","23","59","0"
"ATL","2011","0","0","0","0","0","0","40","26","0"
"BOS","2011","0","0","0","0","0","0","39","27","0"
"CHA","2011","0","0","0","0","0","0","7","59","0"
"CHI","2011","0","0","0","0","0","0","50","16","0"
"CLE","2011","0","0","0","0","0","0","21","45","0"
"DAL","2011","0","0","0","0","0","0","36","30","0"
"DEN","2011","0","0","0","0","0","0","38","28","0"
"DET","2011","0","0","0","0","0","0","25","41","0"
"GSW","2011","0","0","0","0","0","0","23","43","0"
"HOU","2011","0","0","0","0","0","0","34","32","0"
"IND","2011","0","0","0","0","0","0","42","24","0"
"LAC","2011","0","0","0","0","0","0","40","26","0"
"LAL","2011","0","0","0","0","0","0","41","25","0"
"MEM","2011","0","0","0","0","0","0","41","25","0"
"MIA","2011","0","0","0","0","0","0","46","20","0"
"MIL","2011","0","0","0","0","0","0","31","35","0"
"MIN","2011","0","0","0","0","0","0","26","40","0"
"NJN","2011","0","0","0","0","0","0","22","44","0"
"NOH","2011","0","0","0","0","0","0","21","45","0"
"NYK","2011","0","0","0","0","0","0","36","30","0"
"OKC","2011","0","0","0","0","0","0","47","19","0"
"ORL","2011","0","0","0","0","0","0","37","29","0"
"PHI","2011","0","0","0","0","0","0","35","31","0"
"PHO","2011","0","0","0","0","0","0","33","33","0"
"POR","2011","0","0","0","0","0","0","28","38","0"
"SAC","2011","0","0","0","0","0","0","22","44","0"
"SAS","2011","0","0","0","0","0","0","50","16","0"
"TOR","2011","0","0","0","0","0","0","23","43","0"
"UTA","2011","0","0","0","0","0","0","36","30","0"
"WAS","2011","0","0","0","0","0","0","20","46","0"
"CHM","1962","0","0","0","0","0","0","8","20","28"
"KCS","1962","0","0","0","0","0","0","22","9","31"
"LBC","1962","0","0","0","0","0","0","16","8","24"
"OAO","1962","0","0","0","0","0","0","11","14","25"
"PGR","1962","0","0","0","0","0","0","12","10","22"
"PHT","1962","0","0","0","0","0","0","10","18","28"
"CHM","1961","0","0","0","0","0","0","39","44","83"
"CLP","1961","0","0","0","0","0","0","45","36","81"
"HAW","1961","0","0","0","0","0","0","29","53","82"
"KCS","1961","0","0","0","0","0","0","54","25","79"
"LAJ","1961","0","0","0","0","0","0","24","15","39"
"PGR","1961","0","0","0","0","0","0","41","40","81"
"SFS","1961","0","0","0","0","0","0","38","38","76"
"WNY","1961","0","0","0","0","0","0","31","50","81"
"AND","1950","15","4","6","18","0","0","22","22","44"
"DNN","1950","12","2","3","14","3","0","18","16","34"
"EVA","1950","0","3","0","3","0","0","0","6","6"
"GRH","1950","6","3","1","7","0","2","6","13","19"
"KCH","1950","3","6","1","12","0","1","4","19","23"
"LOA","1950","11","5","7","11","0","1","18","17","35"
"SHE","1950","22","3","6","11","1","1","29","16","45"
"SPL","1950","9","1","2","7","1","0","12","8","20"
"WAT","1950","23","5","6","18","0","0","32","24","56"
"AND","1948","32","2","17","13","0","0","49","15","64"
"DAY","1948","4","5","9","18","1","3","14","26","40"
"DNN","1948","15","15","3","28","0","1","18","44","62"
"DTK","1948","1","4","0","12","1","1","2","17","19"
"HCB","1948","15","16","5","25","1","0","21","41","62"
"OSH","1948","27","8","9","18","1","1","37","27","64"
"SHE","1948","24","7","10","21","1","1","35","29","64"
"SYR","1948","27","4","7","19","6","0","40","23","63"
"TRI","1948","25","10","10","17","1","1","36","28","64"
"WAT","1948","23","6","7","22","0","4","30","32","62"
"AND","1947","27","2","13","15","2","1","42","18","60"
"FNT","1947","7","22","1","26","0","4","8","52","60"
"FTW","1947","24","3","14","16","2","1","40","20","60"
"INK","1947","17","10","5","25","2","0","24","35","59"
"MNL","1947","23","5","15","11","5","1","43","17","60"
"OSH","1947","20","8","8","20","1","3","29","31","60"
"ROC","1947","26","4","17","11","1","1","44","16","60"
"SHE","1947","13","14","8","21","2","2","23","37","60"
"SYR","1947","15","14","7","19","2","3","24","36","60"
"TOL","1947","15","13","6","22","1","2","22","37","59"
"TRI","1947","17","9","11","19","2","2","30","30","60"
"ATC","1947","3","0","0","1","4","0","7","1","8"
"BIR","1947","5","0","0","2","0","0","5","2","7"
"CHG","1947","1","0","7","0","0","0","8","0","8"
"CHT","1947","3","1","0","2","0","0","3","3","6"
"GRR","1947","2","1","1","2","0","0","3","3","6"
"HMV","1947","2","0","0","0","0","0","2","0","2"
"KCB","1947","1","2","0","2","0","1","1","5","6"
"LOU","1947","1","2","0","2","1","0","2","4","6"
"NOL","1947","0","1","3","4","0","0","3","5","8"
"OKD","1947","1","1","1","1","0","1","2","3","5"
"OMA","1947","1","3","1","0","0","1","2","4","6"
"SPR","1947","1","2","0","5","0","0","1","7","8"
"STJ","1947","1","3","0","2","0","1","1","6","7"
"STP","1947","1","1","5","2","0","0","6","3","9"
"TUL","1947","3","1","4","1","0","1","7","3","10"
"WAT","1947","1","4","0","1","0","0","1","5","6"
"AND","1946","16","6","8","14","0","0","24","20","44"
"CHG","1946","15","7","11","11","0","0","26","18","44"
"DTG","1946","4","18","0","22","0","0","4","40","44"
"FTW","1946","17","5","8","14","0","0","25","19","44"
"INK","1946","19","3","8","14","0","0","27","17","44"
"OSH","1946","19","3","9","13","0","0","28","16","44"
"ROC","1946","19","3","12","10","0","0","31","13","44"
"SHE","1946","20","2","6","16","0","0","26","18","44"
"SYR","1946","14","8","7","15","0","0","21","23","44"
"TOL","1946","13","9","8","14","0","0","21","23","44"
"TRI","1946","12","10","7","15","0","0","19","25","44"
"YOU","1946","10","12","2","20","0","0","12","32","44"
"CAT","1945","4","11","0","18","0","0","4","29","33"
"CHG","1945","10","7","7","10","0","0","17","17","34"
"FTW","1945","14","3","12","5","0","0","26","8","34"
"INK","1945","4","11","6","11","0","0","10","22","32"
"OSH","1945","13","5","6","10","0","0","19","15","34"
"ROC","1945","14","3","10","7","0","0","24","10","34"
"SHE","1945","12","6","9","7","0","0","21","13","34"
"YOU","1945","9","8","4","12","0","0","13","20","33"
"CAT","1944","8","7","5","10","0","0","13","17","30"
"CHG","1944","11","4","3","12","0","0","14","16","30"
"FTW","1944","14","1","11","4","0","0","25","5","30"
"OSH","1944","10","6","2","12","0","0","12","18","30"
"PTR","1944","5","9","2","14","0","0","7","23","30"
"SHE","1944","12","3","7","8","0","0","19","11","30"
"CCB","1943","3","6","0","9","0","0","3","15","18"
"FTW","1943","9","2","9","2","0","0","18","4","22"
"OSH","1943","6","5","1","10","0","0","7","15","22"
"SHE","1943","8","3","6","5","0","0","14","8","22"
"CHF","1942","5","6","3","9","0","0","8","15","23"
"FTW","1942","10","2","7","4","0","0","17","6","23"
"OSH","1942","7","5","4","7","0","0","11","12","23"
"SHE","1942","9","4","3","7","0","0","12","11","23"
"TCH","1942","0","0","0","4","0","0","0","4","4"
"AGW","1941","11","2","4","7","0","0","15","9","24"
"CHB","1941","4","6","3","8","0","0","8","15","23"
"FTW","1941","11","3","4","6","0","0","15","9","24"
"INK","1941","10","1","2","10","0","0","12","11","23"
"OSH","1941","13","1","7","3","0","0","20","4","24"
"SHE","1941","8","5","2","9","0","0","10","14","24"
"TCH","1941","2","4","0","16","0","0","3","21","24"
"AFS","1940","7","5","6","6","0","0","13","11","24"
"AGW","1940","6","6","5","7","0","0","11","13","24"
"CHB","1940","8","4","3","9","0","0","11","13","24"
"DTE","1940","8","4","4","8","0","0","12","12","24"
"HAM","1940","6","6","0","12","0","0","6","18","24"
"OSH","1940","11","1","7","5","0","0","18","6","24"
"SHE","1940","7","5","6","6","0","0","13","11","24"
"AFS","1939","10","3","8","6","0","0","18","9","27"
"AGW","1939","8","6","6","8","0","0","14","14","28"
"CHB","1939","10","4","4","10","0","0","14","14","28"
"DTE","1939","12","2","5","8","0","0","17","10","27"
"HAM","1939","7","7","2","12","0","0","9","19","28"
"INK","1939","6","8","3","11","0","0","9","19","28"
"OSH","1939","12","2","3","11","0","0","15","13","28"
"SHE","1939","11","3","4","10","0","0","15","13","28"
"AFS","1938","11","2","13","1","0","0","24","3","27"
"AGW","1938","7","7","7","7","0","0","14","14","28"
"CWH","1938","9","5","5","9","0","0","14","14","28"
"HAM","1938","4","10","0","14","0","0","4","24","28"
"INK","1938","9","4","4","9","0","0","13","13","26"
"OSH","1938","10","4","7","7","0","0","17","11","28"
"PGP","1938","9","5","4","9","0","0","13","14","27"
"SHE","1938","7","7","4","10","0","0","11","17","28"
"AFS","1937","8","1","5","3","0","0","14","4","18"
"AGW","1937","8","1","5","4","0","0","13","5","18"
"BFB","1937","2","2","1","4","0","0","3","6","9"
"CNC","1937","3","1","0","5","0","0","3","7","10"
"COL","1937","1","3","0","7","0","0","1","12","13"
"DYM","1937","2","4","0","5","0","0","2","11","13"
"FWE","1937","9","1","2","6","0","0","13","7","20"
"INK","1937","4","2","0","6","0","0","4","9","13"
"KNK","1937","1","4","0","7","0","0","3","11","14"
"OSH","1937","9","1","2","1","0","0","12","2","14"
"PGP","1937","5","1","3","4","0","0","8","5","13"
"WAR","1937","2","3","1","6","0","0","3","9","12"
"WHT","1937","7","0","5","3","0","0","12","3","15"
